CustomerID,Country,last_purchase,frequency,monetary,recency,R,F,M,RFM_Score,rfm_segment
13292,United Kingdom,2011-11-01 10:04:00,2,578.94,59,3,2,3,8,Potential Loyalists
13294,United Kingdom,2011-06-03 08:54:00,2,873.74,210,1,2,3,6,Hibernating
13295,United Kingdom,2010-12-15 11:21:00,1,201.2,380,1,1,1,3,Hibernating
13296,United Kingdom,2011-07-25 13:46:00,1,87.4,158,2,1,1,4,Hibernating
13297,United Kingdom,2011-12-02 09:32:00,4,2089.85,28,5,4,5,14,Champions
13298,United Kingdom,2011-12-08 13:11:00,1,360.0,22,5,1,2,8,New Customers
13299,United Kingdom,2011-03-16 12:55:00,1,142.5,289,1,1,1,3,Hibernating
13300,United Kingdom,2011-06-23 13:09:00,1,371.89,190,2,1,2,5,Hibernating
13301,United Kingdom,2011-08-28 11:25:00,4,618.09,124,2,4,3,9,At Risk
13302,United Kingdom,2011-07-07 17:56:00,1,63.75,176,2,1,1,4,Hibernating
13304,United Kingdom,2010-12-23 14:35:00,1,300.42,372,1,1,2,4,Hibernating
13305,United Kingdom,2011-12-05 15:15:00,10,2000.86,25,5,5,4,14,Champions
13307,United Kingdom,2011-08-11 17:14:00,1,15.0,141,2,1,1,4,Hibernating
13308,United Kingdom,2011-11-17 09:31:00,3,1385.51,43,4,3,4,11,Loyal Customers
13309,United Kingdom,2011-12-02 16:34:00,5,1456.79,28,5,4,4,13,Champions
13310,United Kingdom,2011-11-11 17:23:00,3,1132.03,49,4,3,4,11,Loyal Customers
13311,United Kingdom,2011-12-05 12:55:00,2,598.57,25,5,2,3,10,New Customers
13313,United Kingdom,2011-11-17 16:48:00,5,1555.32,43,4,4,4,12,Champions
13314,United Kingdom,2011-12-08 12:29:00,3,775.94,22,5,3,3,11,Loyal Customers
13316,United Kingdom,2011-11-02 13:40:00,4,5977.73,58,3,4,5,12,Loyal Customers
13317,United Kingdom,2011-10-04 13:35:00,6,2273.68,87,3,5,5,13,Loyal Customers
13318,United Kingdom,2011-12-08 18:51:00,3,640.76,22,5,3,3,11,Loyal Customers
13319,United Kingdom,2011-12-04 13:34:00,26,10845.55,26,5,5,5,15,Champions
13320,United Kingdom,2011-09-22 18:07:00,4,1548.7,99,2,4,4,10,At Risk
13321,United Kingdom,2011-09-28 15:24:00,2,567.36,93,2,2,3,7,Hibernating
13322,United Kingdom,2011-11-22 14:21:00,1,199.48,38,4,1,1,6,New Customers
13323,United Kingdom,2011-12-06 17:12:00,5,787.85,24,5,4,3,12,Loyal Customers
13324,United Kingdom,2011-11-03 16:28:00,10,7121.95,57,3,5,5,13,Loyal Customers
13325,United Kingdom,2011-09-19 10:36:00,1,675.3,102,2,1,3,6,Hibernating
13327,United Kingdom,2011-11-01 10:21:00,8,3627.77,59,3,5,5,13,Loyal Customers
13328,United Kingdom,2011-01-27 15:22:00,1,1308.48,337,1,1,4,6,Hibernating
13329,United Kingdom,2011-11-08 10:29:00,2,789.0,52,4,2,3,9,New Customers
13330,United Kingdom,2011-09-08 12:27:00,3,1140.93,113,2,3,4,9,At Risk
13332,United Kingdom,2011-11-25 13:30:00,1,350.9,35,4,1,2,7,New Customers
13334,United Kingdom,2011-09-18 15:21:00,3,3536.82,103,2,3,5,10,At Risk
13336,United Kingdom,2011-09-23 14:05:00,1,795.12,98,2,1,3,6,Hibernating
13338,United Kingdom,2011-07-05 09:06:00,1,487.02,178,2,1,2,5,Hibernating
13339,United Kingdom,2011-05-23 08:31:00,1,860.12,221,1,1,3,5,Hibernating
13340,United Kingdom,2011-10-25 13:15:00,7,10736.48,66,3,5,5,13,Loyal Customers
13341,United Kingdom,2011-03-24 09:50:00,1,775.85,281,1,1,3,5,Hibernating
13343,United Kingdom,2011-06-15 12:24:00,1,353.43,198,2,1,2,5,Hibernating
13344,United Kingdom,2011-10-03 09:45:00,3,2543.72,88,3,3,5,11,Loyal Customers
13345,United Kingdom,2011-02-25 09:01:00,1,389.5,308,1,1,2,4,Hibernating
13347,United Kingdom,2011-09-30 13:28:00,1,341.36,91,3,1,2,6,Needs Attention
13348,United Kingdom,2011-10-06 17:28:00,1,233.76,85,3,1,1,5,Needs Attention
13349,United Kingdom,2011-11-29 08:07:00,1,247.32,31,5,1,1,7,New Customers
13350,United Kingdom,2011-11-23 16:33:00,2,979.12,37,4,2,4,10,New Customers
13351,United Kingdom,2011-10-04 12:55:00,1,373.94,87,3,1,2,6,Needs Attention
13352,United Kingdom,2011-10-10 13:55:00,1,397.98,81,3,1,2,6,Needs Attention
13354,United Kingdom,2011-09-29 13:17:00,1,743.53,92,3,1,3,7,Potential Loyalists
13355,United Kingdom,2011-08-09 14:48:00,1,674.7,143,2,1,3,6,Hibernating
13356,United Kingdom,2011-09-20 14:33:00,1,768.24,101,2,1,3,6,Hibernating
13357,United Kingdom,2011-03-27 13:56:00,1,609.95,278,1,1,3,5,Hibernating
13358,United Kingdom,2011-03-16 11:52:00,1,439.03,289,1,1,2,4,Hibernating
13359,United Kingdom,2011-10-07 09:30:00,1,439.56,84,3,1,2,6,Needs Attention
13362,United Kingdom,2011-11-30 14:41:00,4,3090.74,30,5,4,5,14,Champions
13363,United Kingdom,2011-11-22 12:40:00,2,992.5,38,4,2,4,10,New Customers
13364,United Kingdom,2011-09-29 18:13:00,1,134.96,92,3,1,1,5,Needs Attention
13365,United Kingdom,2011-11-06 12:36:00,2,2225.37,54,3,2,5,10,Potential Loyalists
13366,United Kingdom,2011-10-20 13:37:00,1,56.16,71,3,1,1,5,Needs Attention
13368,United Kingdom,2011-03-28 09:59:00,2,623.4,277,1,2,3,6,Hibernating
13369,United Kingdom,2010-12-09 11:30:00,1,308.28,386,1,1,2,4,Hibernating
13370,United Kingdom,2010-12-03 10:26:00,1,754.87,392,1,1,3,5,Hibernating
13372,United Kingdom,2011-09-11 12:46:00,1,378.64,110,2,1,2,5,Hibernating
13373,United Kingdom,2011-10-10 10:51:00,3,3312.25,81,3,3,5,11,Loyal Customers
13375,United Kingdom,2011-09-12 10:19:00,1,778.65,109,2,1,3,6,Hibernating
13376,United Kingdom,2011-09-01 16:16:00,3,1019.76,120,2,3,4,9,At Risk
13379,United Kingdom,2011-11-13 13:45:00,3,572.56,47,4,3,3,10,Loyal Customers
13381,United Kingdom,2011-11-08 11:58:00,6,3639.31,52,4,5,5,14,Champions
13382,United Kingdom,2011-03-04 10:03:00,1,222.99,301,1,1,1,3,Hibernating
13384,United Kingdom,2011-11-09 11:04:00,7,4151.93,51,4,5,5,14,Champions
13385,United Kingdom,2011-01-14 09:52:00,1,534.57,350,1,1,3,5,Hibernating
13388,United Kingdom,2011-07-31 12:52:00,2,677.1,152,2,2,3,7,Hibernating
13389,United Kingdom,2011-11-28 14:01:00,3,797.96,32,5,3,3,11,Loyal Customers
13390,United Kingdom,2011-09-26 08:38:00,1,544.08,95,2,1,3,6,Hibernating
13391,United Kingdom,2011-05-20 10:50:00,1,59.8,224,1,1,1,3,Hibernating
13394,United Kingdom,2011-12-08 11:36:00,8,2520.02,22,5,5,5,15,Champions
13395,United Kingdom,2011-06-07 15:04:00,1,307.72,206,1,1,2,4,Hibernating
13396,United Kingdom,2011-11-10 16:59:00,2,1360.99,50,4,2,4,10,New Customers
13397,United Kingdom,2011-09-28 10:56:00,5,1544.13,93,2,4,4,10,At Risk
13398,United Kingdom,2011-05-31 13:17:00,1,457.34,213,1,1,2,4,Hibernating
13402,United Kingdom,2011-08-04 15:51:00,2,621.23,148,2,2,3,7,Hibernating
13403,United Kingdom,2011-11-22 08:28:00,1,75.0,38,4,1,1,6,New Customers
13404,United Kingdom,2011-12-08 15:37:00,2,252.49,22,5,2,2,9,New Customers
13405,United Kingdom,2011-09-26 17:01:00,3,572.45,95,2,3,3,8,At Risk
13408,United Kingdom,2011-12-08 09:05:00,62,28117.04,22,5,5,5,15,Champions
13410,United Kingdom,2011-11-15 15:33:00,5,1003.06,45,4,4,4,12,Champions
13411,United Kingdom,2011-08-24 13:57:00,1,213.55,128,2,1,1,4,Hibernating
13414,United Kingdom,2011-07-29 11:45:00,3,1390.5,154,2,3,4,9,At Risk
13416,United Kingdom,2011-10-27 08:56:00,2,712.5,64,3,2,3,8,Potential Loyalists
13417,United Kingdom,2011-12-05 08:49:00,2,640.83,25,5,2,3,10,New Customers
13418,United Kingdom,2011-11-28 10:23:00,18,6127.43,32,5,5,5,15,Champions
13419,United Kingdom,2011-10-07 12:49:00,1,221.06,84,3,1,1,5,Needs Attention
13420,United Kingdom,2011-07-13 08:48:00,2,159.85,170,2,2,1,5,Hibernating
13421,United Kingdom,2011-10-30 14:21:00,2,1851.08,61,3,2,4,9,Potential Loyalists
13422,United Kingdom,2011-10-06 13:42:00,1,2626.3,85,3,1,5,9,Potential Loyalists
13425,United Kingdom,2011-08-23 17:13:00,3,1624.21,129,2,3,4,9,At Risk
13426,United Kingdom,2011-12-09 08:59:00,10,3641.32,21,5,5,5,15,Champions
13427,United Kingdom,2011-11-20 13:02:00,3,582.6,40,4,3,3,10,Loyal Customers
13428,United Kingdom,2011-11-29 14:20:00,1,218.47,31,5,1,1,7,New Customers
13429,United Kingdom,2011-11-29 09:10:00,4,1006.8,31,5,4,4,13,Champions
13430,United Kingdom,2011-11-21 08:19:00,2,679.45,39,4,2,3,9,New Customers
13431,United Kingdom,2011-10-03 13:49:00,2,1269.1,88,3,2,4,9,Potential Loyalists
13434,United Kingdom,2011-09-26 14:30:00,2,534.24,95,2,2,3,7,Hibernating
13435,United Kingdom,2011-12-04 14:45:00,7,3809.89,26,5,5,5,15,Champions
13436,United Kingdom,2011-12-08 10:33:00,1,196.89,22,5,1,1,7,New Customers
13437,United Kingdom,2011-11-25 14:00:00,7,3408.06,35,4,5,5,14,Champions
13439,United Kingdom,2011-03-29 14:20:00,1,283.71,276,1,1,2,4,Hibernating
13441,United Kingdom,2011-09-09 09:38:00,1,296.64,112,2,1,2,5,Hibernating
13447,United Kingdom,2011-11-16 13:38:00,3,1129.14,44,4,3,4,11,Loyal Customers
13448,United Kingdom,2011-11-23 12:33:00,6,3539.37,37,4,5,5,14,Champions
13449,United Kingdom,2011-11-16 08:28:00,1,291.88,44,4,1,2,7,New Customers
13450,United Kingdom,2011-11-13 11:54:00,6,2043.72,47,4,5,4,13,Champions
13451,United Kingdom,2011-11-13 15:58:00,5,2976.15,47,4,4,5,13,Champions
13452,United Kingdom,2011-03-25 14:19:00,2,590.0,280,1,2,3,6,Hibernating
13453,United Kingdom,2011-06-27 09:34:00,2,356.98,186,2,2,2,6,Hibernating
13455,United Kingdom,2011-11-15 11:21:00,2,1058.34,45,4,2,4,10,New Customers
13456,United Kingdom,2011-11-22 09:18:00,6,1766.72,38,4,5,4,13,Champions
13458,United Kingdom,2011-12-02 15:29:00,14,9646.57,28,5,5,5,15,Champions
13460,United Kingdom,2011-11-10 17:17:00,2,183.44,50,4,2,1,7,New Customers
13461,United Kingdom,2011-11-01 09:01:00,3,1445.0,59,3,3,4,10,Loyal Customers
13462,United Kingdom,2011-04-01 11:20:00,1,151.5,273,1,1,1,3,Hibernating
13464,United Kingdom,2011-10-12 15:01:00,1,674.68,79,3,1,3,7,Potential Loyalists
13466,United Kingdom,2011-06-08 16:39:00,1,307.9,205,1,1,2,4,Hibernating
13467,United Kingdom,2011-11-29 10:01:00,2,1083.71,31,5,2,4,11,New Customers
13468,United Kingdom,2011-12-08 10:39:00,37,5704.97,22,5,5,5,15,Champions
13470,United Kingdom,2011-09-01 14:57:00,2,165.0,120,2,2,1,5,Hibernating
13471,United Kingdom,2011-12-08 15:44:00,4,2531.58,22,5,4,5,14,Champions
13473,United Kingdom,2011-10-10 11:20:00,2,422.64,81,3,2,2,7,Needs Attention
13474,United Kingdom,2011-04-17 13:53:00,1,229.59,257,1,1,1,3,Hibernating
13475,United Kingdom,2011-06-01 13:52:00,4,1431.78,212,1,4,4,9,At Risk
13476,United Kingdom,2011-06-14 12:00:00,2,1238.47,199,2,2,4,8,Hibernating
13477,United Kingdom,2011-11-02 12:04:00,6,1454.58,58,3,5,4,12,Loyal Customers
13479,United Kingdom,2011-05-23 10:45:00,2,300.95,221,1,2,2,5,Hibernating
13481,United Kingdom,2011-10-25 09:07:00,5,1804.56,66,3,4,4,11,Loyal Customers
13482,United Kingdom,2011-04-21 17:03:00,1,184.64,253,1,1,1,3,Hibernating
13483,United Kingdom,2011-10-05 11:53:00,1,140.34,86,3,1,1,5,Needs Attention
13484,United Kingdom,2011-04-12 16:30:00,1,313.8,262,1,1,2,4,Hibernating
13485,United Kingdom,2011-04-20 13:58:00,1,454.24,254,1,1,2,4,Hibernating
13486,United Kingdom,2011-09-22 13:13:00,3,1122.41,99,2,3,4,9,At Risk
13487,United Kingdom,2011-10-13 12:07:00,3,575.4,78,3,3,3,9,Loyal Customers
13488,United Kingdom,2011-11-22 14:41:00,13,8968.31,38,4,5,5,14,Champions
13489,United Kingdom,2011-08-26 13:16:00,4,449.52,126,2,4,2,8,At Risk
13491,United Kingdom,2011-10-19 08:32:00,10,1215.82,72,3,5,4,12,Loyal Customers
13492,Switzerland,2011-07-26 14:25:00,3,1269.84,157,2,3,4,9,At Risk
13493,Switzerland,2011-03-09 15:35:00,2,618.63,296,1,2,3,6,Hibernating
13494,United Kingdom,2011-02-01 11:58:00,1,316.26,332,1,1,2,4,Hibernating
13495,United Kingdom,2011-12-02 11:21:00,5,2044.87,28,5,4,4,13,Champions
13496,United Kingdom,2011-11-29 10:58:00,2,653.33,31,5,2,3,10,New Customers
13497,United Kingdom,2011-03-02 09:04:00,2,348.05,303,1,2,2,5,Hibernating
13499,United Kingdom,2011-11-22 11:21:00,5,1159.11,38,4,4,4,12,Champions
13500,United Kingdom,2011-11-16 15:35:00,3,1166.77,44,4,3,4,11,Loyal Customers
13501,Switzerland,2011-02-24 18:59:00,1,1340.32,309,1,1,4,6,Hibernating
13502,United Kingdom,2011-11-23 10:39:00,3,292.0,37,4,3,2,9,Loyal Customers
13503,United Kingdom,2011-09-29 13:23:00,1,216.85,92,3,1,1,5,Needs Attention
13504,United Kingdom,2011-10-06 13:20:00,1,295.93,85,3,1,2,6,Needs Attention
13505,Switzerland,2011-09-28 11:56:00,4,4393.63,93,2,4,5,11,At Risk
13506,United Kingdom,2011-01-27 13:53:00,2,458.52,337,1,2,2,5,Hibernating
13507,United Kingdom,2011-12-06 13:13:00,4,2479.16,24,5,4,5,14,Champions
13508,United Kingdom,2011-04-10 11:58:00,1,110.97,264,1,1,1,3,Hibernating
13509,United Kingdom,2011-12-01 10:10:00,7,979.72,29,5,5,4,14,Champions
13510,United Kingdom,2011-12-08 13:46:00,4,1791.56,22,5,4,4,13,Champions
13512,United Kingdom,2011-03-24 10:03:00,1,251.21,281,1,1,2,4,Hibernating
13513,United Kingdom,2011-08-05 11:50:00,1,205.1,147,2,1,1,4,Hibernating
13514,United Kingdom,2011-09-27 09:39:00,1,152.2,94,2,1,1,4,Hibernating
13515,United Kingdom,2011-09-28 11:26:00,4,891.12,93,2,4,3,9,At Risk
13516,United Kingdom,2011-11-18 13:15:00,3,1389.41,42,4,3,4,11,Loyal Customers
13517,United Kingdom,2011-10-11 11:43:00,3,2128.42,80,3,3,5,11,Loyal Customers
13518,United Kingdom,2011-09-15 10:29:00,1,659.44,106,2,1,3,6,Hibernating
13519,United Kingdom,2011-09-22 18:24:00,1,122.75,99,2,1,1,4,Hibernating
13520,Switzerland,2011-10-12 10:20:00,6,3624.35,79,3,5,5,13,Loyal Customers
13521,United Kingdom,2011-12-08 13:50:00,3,1093.65,22,5,3,4,12,Loyal Customers
13522,United Kingdom,2011-11-09 15:11:00,1,125.8,51,4,1,1,6,New Customers
13523,United Kingdom,2011-11-06 15:11:00,5,3964.88,54,3,4,5,12,Loyal Customers
13524,United Kingdom,2011-10-30 12:34:00,5,680.18,61,3,4,3,10,Loyal Customers
13525,United Kingdom,2011-11-25 12:01:00,2,628.78,35,4,2,3,9,New Customers
13527,United Kingdom,2011-11-06 12:04:00,7,2287.51,54,3,5,5,13,Loyal Customers
13529,United Kingdom,2011-09-22 09:15:00,2,307.76,99,2,2,2,6,Hibernating
13531,United Kingdom,2011-05-18 16:56:00,2,483.8,226,1,2,2,5,Hibernating
13532,United Kingdom,2011-11-06 12:25:00,1,210.31,54,3,1,1,5,Needs Attention
13533,United Kingdom,2011-06-10 11:54:00,3,270.79,203,1,3,2,6,At Risk
13534,United Kingdom,2011-12-07 14:52:00,25,5870.08,23,5,5,5,15,Champions
13536,United Kingdom,2011-12-08 16:38:00,7,3448.29,22,5,5,5,15,Champions
13538,United Kingdom,2011-10-27 16:34:00,7,1280.85,64,3,5,4,12,Loyal Customers
13539,United Kingdom,2011-09-15 10:18:00,3,631.34,106,2,3,3,8,At Risk
13544,United Kingdom,2011-10-31 11:57:00,2,291.41,60,3,2,2,7,Needs Attention
13546,United Kingdom,2011-11-27 14:50:00,3,626.99,33,5,3,3,11,Loyal Customers
13548,United Kingdom,2011-09-04 14:50:00,2,682.41,117,2,2,3,7,Hibernating
13549,United Kingdom,2011-11-14 09:20:00,7,918.2,46,4,5,3,12,Loyal Customers
13551,United Kingdom,2011-01-24 14:46:00,1,91.8,340,1,1,1,3,Hibernating
13552,United Kingdom,2011-10-04 15:19:00,12,3740.07,87,3,5,5,13,Loyal Customers
13555,United Kingdom,2011-09-27 12:36:00,4,4149.28,94,2,4,5,11,At Risk
13557,United Kingdom,2011-11-11 15:24:00,2,584.06,49,4,2,3,9,New Customers
13558,United Kingdom,2011-12-04 11:24:00,4,605.06,26,5,4,3,12,Loyal Customers
13560,United Kingdom,2011-12-02 13:11:00,1,174.37,28,5,1,1,7,New Customers
13561,United Kingdom,2011-05-08 12:39:00,1,141.86,236,1,1,1,3,Hibernating
13562,United Kingdom,2011-09-19 10:51:00,3,1799.33,102,2,3,4,9,At Risk
13563,United Kingdom,2011-09-16 14:45:00,2,777.53,105,2,2,3,7,Hibernating
13564,United Kingdom,2011-07-18 14:33:00,3,1749.02,165,2,3,4,9,At Risk
13565,United Kingdom,2011-11-20 14:33:00,2,240.22,40,4,2,1,7,New Customers
13566,United Kingdom,2011-10-30 11:59:00,2,874.71,61,3,2,3,8,Potential Loyalists
13568,United Kingdom,2011-06-19 14:42:00,1,192.85,194,2,1,1,4,Hibernating
13569,United Kingdom,2011-11-22 13:07:00,2,373.75,38,4,2,2,8,New Customers
13570,United Kingdom,2011-04-10 13:36:00,1,239.49,264,1,1,1,3,Hibernating
13571,United Kingdom,2011-11-27 10:47:00,12,2092.32,33,5,5,5,15,Champions
13572,United Kingdom,2011-05-18 11:59:00,1,1384.25,226,1,1,4,6,Hibernating
13573,United Kingdom,2011-10-20 14:33:00,2,294.4,71,3,2,2,7,Needs Attention
13575,United Kingdom,2011-11-16 13:14:00,5,732.07,44,4,4,3,11,Loyal Customers
13576,United Kingdom,2011-11-29 15:34:00,18,6717.34,31,5,5,5,15,Champions
13577,United Kingdom,2011-11-14 15:19:00,4,1687.6,46,4,4,4,12,Champions
13579,United Kingdom,2011-11-25 08:41:00,2,467.04,35,4,2,2,8,New Customers
13581,United Kingdom,2011-02-03 14:41:00,1,118.0,330,1,1,1,3,Hibernating
13583,United Kingdom,2011-07-07 10:40:00,1,781.03,176,2,1,3,6,Hibernating
13584,United Kingdom,2011-02-06 12:49:00,1,142.4,327,1,1,1,3,Hibernating
13587,United Kingdom,2011-10-07 12:31:00,1,712.4,84,3,1,3,7,Potential Loyalists
13588,United Kingdom,2011-11-24 10:42:00,9,2478.95,36,4,5,5,14,Champions
13589,United Kingdom,2011-11-25 12:10:00,2,379.65,35,4,2,2,8,New Customers
13590,United Kingdom,2011-11-28 12:54:00,6,1981.92,32,5,5,4,14,Champions
13591,United Kingdom,2011-10-06 12:26:00,3,1117.13,85,3,3,4,10,Loyal Customers
13592,United Kingdom,2011-11-04 09:49:00,4,247.96,56,3,4,1,8,Loyal Customers
13593,United Kingdom,2011-08-23 13:35:00,5,2037.08,129,2,4,4,10,At Risk
13594,United Kingdom,2011-10-18 10:19:00,1,396.97,73,3,1,2,6,Needs Attention
13596,United Kingdom,2011-12-04 12:01:00,2,697.04,26,5,2,3,10,New Customers
13598,United Kingdom,2011-10-23 14:28:00,1,180.17,68,3,1,1,5,Needs Attention
13599,United Kingdom,2011-12-08 16:10:00,21,5153.67,22,5,5,5,15,Champions
13600,United Kingdom,2011-01-31 15:27:00,1,219.52,333,1,1,1,3,Hibernating
13601,United Kingdom,2011-10-25 17:31:00,2,693.32,66,3,2,3,8,Potential Loyalists
13602,United Kingdom,2011-10-06 11:47:00,1,428.89,85,3,1,2,6,Needs Attention
13603,United Kingdom,2011-11-13 15:57:00,1,164.34,47,4,1,1,6,New Customers
13606,United Kingdom,2011-11-10 17:46:00,3,280.54,50,4,3,2,9,Loyal Customers
13607,United Kingdom,2011-10-30 16:17:00,1,678.01,61,3,1,3,7,Potential Loyalists
13610,United Kingdom,2011-11-27 15:38:00,7,1131.88,33,5,5,4,14,Champions
13611,United Kingdom,2011-09-11 14:51:00,3,1171.8,110,2,3,4,9,At Risk
13614,United Kingdom,2011-11-15 14:47:00,4,1610.46,45,4,4,4,12,Champions
13615,United Kingdom,2011-01-25 08:21:00,1,417.69,339,1,1,2,4,Hibernating
13617,United Kingdom,2011-10-30 13:50:00,3,544.18,61,3,3,3,9,Loyal Customers
13618,United Kingdom,2011-06-19 11:09:00,1,177.34,194,2,1,1,4,Hibernating
13621,United Kingdom,2011-08-15 08:26:00,1,213.85,137,2,1,1,4,Hibernating
13623,United Kingdom,2011-11-09 12:00:00,5,747.78,51,4,4,3,11,Loyal Customers
13626,United Kingdom,2011-04-01 10:05:00,1,257.23,273,1,1,2,4,Hibernating
13627,United Kingdom,2011-10-11 14:20:00,5,1638.47,80,3,4,4,11,Loyal Customers
13629,United Kingdom,2011-11-16 13:21:00,11,7792.36,44,4,5,5,14,Champions
13630,United Kingdom,2011-12-04 15:16:00,7,2031.78,26,5,5,4,14,Champions
13631,United Kingdom,2011-09-01 09:57:00,11,3070.42,120,2,5,5,12,At Risk
13632,United Kingdom,2011-11-15 10:51:00,5,2121.27,45,4,4,5,13,Champions
13634,United Kingdom,2011-11-06 13:40:00,5,1575.16,54,3,4,4,11,Loyal Customers
13635,United Kingdom,2011-10-03 10:55:00,1,1071.03,88,3,1,4,8,Potential Loyalists
13636,United Kingdom,2011-11-03 10:30:00,5,949.12,57,3,4,4,11,Loyal Customers
13637,United Kingdom,2011-10-18 13:32:00,3,810.5,73,3,3,3,9,Loyal Customers
13638,United Kingdom,2011-11-24 10:38:00,1,122.64,36,4,1,1,6,New Customers
13639,United Kingdom,2011-09-26 13:36:00,1,1033.34,95,2,1,4,7,Hibernating
13642,United Kingdom,2011-05-08 12:34:00,1,354.8,236,1,1,2,4,Hibernating
13643,United Kingdom,2011-11-08 15:37:00,3,519.44,52,4,3,3,10,Loyal Customers
13644,United Kingdom,2011-11-23 14:07:00,4,2624.26,37,4,4,5,13,Champions
13645,United Kingdom,2011-08-11 16:11:00,1,252.1,141,2,1,2,5,Hibernating
13647,United Kingdom,2011-11-30 12:00:00,4,1678.12,30,5,4,4,13,Champions
13649,United Kingdom,2011-03-28 11:51:00,2,346.6,277,1,2,2,5,Hibernating
13650,United Kingdom,2011-11-23 12:22:00,6,1836.34,37,4,5,4,13,Champions
13651,United Kingdom,2011-11-04 14:59:00,2,94.2,56,3,2,1,6,Needs Attention
13652,United Kingdom,2011-10-25 08:51:00,3,1095.08,66,3,3,4,10,Loyal Customers
13654,United Kingdom,2011-10-27 16:24:00,6,2707.33,64,3,5,5,13,Loyal Customers
13655,United Kingdom,2011-08-17 14:25:00,2,932.97,135,2,2,3,7,Hibernating
13656,United Kingdom,2011-06-28 10:31:00,2,379.65,185,2,2,2,6,Hibernating
13657,United Kingdom,2011-11-29 12:32:00,2,382.14,31,5,2,2,9,New Customers
13658,United Kingdom,2011-11-30 10:13:00,5,2639.17,30,5,4,5,14,Champions
13659,United Kingdom,2011-05-18 12:37:00,2,1573.2,226,1,2,4,7,Hibernating
13662,United Kingdom,2011-09-15 12:04:00,3,897.76,106,2,3,3,8,At Risk
13663,United Kingdom,2011-06-13 15:44:00,1,189.47,200,2,1,1,4,Hibernating
13666,United Kingdom,2011-10-10 15:39:00,3,84.65,81,3,3,1,7,Loyal Customers
13667,United Kingdom,2011-07-13 15:42:00,1,305.02,170,2,1,2,5,Hibernating
13668,United Kingdom,2011-12-07 12:11:00,21,6363.59,23,5,5,5,15,Champions
13669,United Kingdom,2011-10-20 09:32:00,2,218.55,71,3,2,1,6,Needs Attention
13670,United Kingdom,2011-09-25 15:25:00,1,349.7,96,2,1,2,5,Hibernating
13672,United Kingdom,2011-02-11 13:53:00,2,186.39,322,1,2,1,4,Hibernating
13673,United Kingdom,2011-11-21 12:11:00,2,396.92,39,4,2,2,8,New Customers
13675,United Kingdom,2011-07-11 12:57:00,2,486.82,172,2,2,2,6,Hibernating
13678,United Kingdom,2011-07-11 10:14:00,1,232.6,172,2,1,1,4,Hibernating
13680,United Kingdom,2011-12-08 13:47:00,4,3722.42,22,5,4,5,14,Champions
13681,United Kingdom,2011-11-22 11:13:00,4,827.83,38,4,4,3,11,Loyal Customers
13682,United Kingdom,2011-06-05 14:06:00,1,59.5,208,1,1,1,3,Hibernating
13684,United Kingdom,2011-02-27 10:13:00,1,67.23,306,1,1,1,3,Hibernating
13685,United Kingdom,2011-12-07 11:41:00,7,3119.44,23,5,5,5,15,Champions
13686,United Kingdom,2011-06-10 09:10:00,1,72.0,203,1,1,1,3,Hibernating
13689,United Kingdom,2011-10-07 13:21:00,1,910.0,84,3,1,3,7,Potential Loyalists
13690,United Kingdom,2011-10-11 15:03:00,1,172.25,80,3,1,1,5,Needs Attention
13692,United Kingdom,2011-11-15 11:17:00,3,1488.32,45,4,3,4,11,Loyal Customers
13694,United Kingdom,2011-12-06 09:32:00,50,65039.62,24,5,5,5,15,Champions
13695,United Kingdom,2011-11-08 14:26:00,15,2504.13,52,4,5,5,14,Champions
13697,United Kingdom,2011-11-01 09:14:00,1,151.3,59,3,1,1,5,Needs Attention
13699,United Kingdom,2011-07-07 16:51:00,1,308.58,176,2,1,2,5,Hibernating
13700,United Kingdom,2011-11-13 13:00:00,10,2265.12,47,4,5,5,14,Champions
13703,United Kingdom,2011-01-25 13:10:00,1,99.5,339,1,1,1,3,Hibernating
13704,United Kingdom,2011-12-04 15:13:00,9,2308.06,26,5,5,5,15,Champions
13705,United Kingdom,2011-12-02 12:32:00,3,711.86,28,5,3,3,11,Loyal Customers
13706,United Kingdom,2011-02-10 09:21:00,1,330.79,323,1,1,2,4,Hibernating
13707,United Kingdom,2011-03-17 18:03:00,2,806.41,288,1,2,3,6,Hibernating
13708,United Kingdom,2011-03-13 13:46:00,1,296.88,292,1,1,2,4,Hibernating
13709,United Kingdom,2011-12-06 10:28:00,13,6328.05,24,5,5,5,15,Champions
13710,United Kingdom,2011-11-08 08:16:00,1,180.48,52,4,1,1,6,New Customers
13711,United Kingdom,2011-05-05 10:31:00,2,252.06,239,1,2,2,5,Hibernating
13712,United Kingdom,2011-04-07 12:33:00,1,228.84,267,1,1,1,3,Hibernating
13715,United Kingdom,2011-03-03 19:21:00,5,1079.34,302,1,4,4,9,At Risk
13716,United Kingdom,2011-03-15 13:49:00,1,138.28,290,1,1,1,3,Hibernating
13717,United Kingdom,2011-11-07 14:13:00,6,1445.01,53,4,5,4,13,Champions
13718,United Kingdom,2011-04-07 13:24:00,2,306.55,267,1,2,2,5,Hibernating
13719,United Kingdom,2011-11-24 15:26:00,5,1041.68,36,4,4,4,12,Champions
13720,United Kingdom,2011-08-15 12:46:00,4,799.9,137,2,4,3,9,At Risk
